% z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
0.000       514.71854     0.013412131       92656.836
0.125     0.062831853       2162.9539     0.027180480
0.125      0.12566371       3336.3540      0.33540689
0.125      0.18849556       1357.8026      0.46069156
0.125      0.25132741       1083.3438      0.87127679
0.125      0.31415927       778.68940       1.2231625
0.125      0.37699112       587.12226       1.5936471
0.125      0.43982297       484.99063       2.0904382
0.125      0.50265482       431.35734       2.7753453
0.125      0.56548668       362.56123       3.3213814
0.125      0.62831853       338.44549       4.2530314
0.125      0.69115038       302.79732       5.0645393
0.125      0.75398224       273.35032       5.9357171
0.125      0.81681409       263.94313       7.2870255
0.125      0.87964594       248.22193       8.5592185
0.125      0.94247780       231.04411       9.7989276
0.125       1.0053096       215.94188       11.114929
0.125       1.0681415       203.37877       12.556316
0.125       1.1309734       180.49517       13.227962
0.125       1.1938052       180.46970       15.555177
0.125       1.2566371       161.09607       16.195143
0.125       1.3194689       160.73676       18.706088
0.125       1.3823008       157.40694       21.062105
0.125       1.4451326       148.42877       22.694022
0.125       1.5079645       138.34736       24.033359
0.125       1.5707963       134.32012       26.373694
0.125       1.6336282       128.48252       28.377488
0.125       1.6964600       120.26263       29.746225
0.125       1.7592919       115.54491       31.873867
0.125       1.8221237       110.77744       33.951203
0.125       1.8849556       108.11652       36.683072
0.125       1.9477874       103.47146       38.736065
0.125       2.0106193       99.632148       41.026011
0.125       2.0734512       95.857767       43.289143
0.125       2.1362830       91.661766       45.272537
0.125       2.1991149       87.167517       46.964388
0.125       2.2619467       86.768310       50.871964
0.125       2.3247786       82.617729       52.588198
0.125       2.3876104       81.530410       56.218633
0.125       2.4504423       76.831678       57.272218
0.125       2.5132741       74.898480       60.236931
0.125       2.5761060       69.956418       60.588332
0.125       2.6389378       68.340818       63.626481
0.125       2.7017697       64.459569       64.402485
0.125       2.7646015       63.688225       68.175297
0.125       2.8274334       61.880421       70.859921
0.125       2.8902652       58.911740       72.058499
0.125       2.9530971       59.138544       77.156775
0.125       3.0159289       56.360946       78.327064
0.125       3.0787608       54.317942       80.304783
0.125       3.1415927       53.084919       83.385596
0.125       3.2044245       51.196563       85.341682
0.125       3.2672564       49.061118       86.687671
0.125       3.3300882       47.885967       89.587153
0.125       3.3929201       45.721878       90.472210
0.125       3.4557519       45.162188       94.421937
0.125       3.5185838       43.313034       95.585618
0.125       3.5814156       42.369227       98.601829
0.125       3.6442475       40.810060       100.06013
0.125       3.7070793       40.283844       103.96731
0.125       3.7699112       38.821980       105.37590
0.125       3.8327430       37.776681       107.75146
0.125       3.8955749       36.574709       109.53825
0.125       3.9584067       35.720433       112.24015
0.125       4.0212386       34.510160       113.68332
0.125       4.1469023       32.299193       116.68992
0.125       4.2725660       32.343140       127.79645
0.125       4.3982297       30.857263       133.00299
0.125       4.5238934       29.018213       136.10624
0.125       4.6495571       27.864889       141.89345
0.125       4.7752208       27.044762       149.18797
0.125       4.9008845       25.535861       152.28046
0.125       5.0265482       24.435832       157.21970
0.125       5.1522120       23.369402       161.91945
0.125       5.2778757       22.219599       165.49465
0.125       5.4035394       21.077163       168.46798
0.125       5.5292031       20.608579       176.48424
0.125       5.6548668       19.790662       181.29996
0.125       5.7805305       18.902593       184.96721
0.125       5.9061942       18.268592       190.67708
0.125       6.0318579       17.537504       194.98058
0.125       6.1575216       16.564247       195.91144
0.125       6.2831853       16.228221       203.92984
0.125       6.4088490       15.595346       207.97225
0.125       6.5345127       15.086020       213.24780
0.125       6.6601764       14.597125       218.47149
0.125       6.7858401       14.089944       223.04392
0.125       6.9115038       13.512306       226.00466
0.125       7.0371675       12.949982       228.62994
0.125       7.1628313       12.463086       232.03314
0.125       7.2884950       12.106600       237.46851
0.125       7.4141587       11.784896       243.32215
0.125       7.5398224       11.420452       247.99156
0.125       7.6654861       11.032634       251.74946
0.125       7.7911498       10.785127       258.40456
0.125       7.9168135       10.384930       261.05084
0.125       8.0424772       10.043975       264.69479
0.125       8.2938046       9.2635591       267.73770
0.125       8.5451320       8.9507749       282.93536
0.125       8.7964594       8.2799641       285.51072
0.125       9.0477868       8.1296578       305.04900
0.125       9.2991143       7.6707525       312.48774
0.125       9.5504417       7.0904923       312.90825
